_id,Ward1992 Code,Ward1992 Name,Year,Number of Farms,Number of lfa farms,Number of non lfa farms,Total area farmed in hectares,Average SO/farm   ( '000 ),Total crops in hectares,Total grass & rough grazing in hectares,Total number of cattle,Total number of sheep,Total number of pigs,Total number of poultry ('000),Number of farmers,Number of self employed,Number of spouses,Number of Other workers,Total number of Agricultural labour
260,95LL10,Derrytrasna,2010,59,57,3,1950,n.a.,101,1675,3276,584,667,155510,73,41,15,66,154
261,95LL11,Donaghcloney,2010,68,3,67,3366,n.a.,850,2500,7267,1471,0,229720,89,51,28,37,154
262,95LL12,Drumgask,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
264,95LL14,Drumnamoe,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
265,95LL15,Edenderry CRAIGAVON,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
266,95LL16,Kernan,2010,28,14,14,964,n.a.,82,880,2672,205,902,0,37,22,7,19,63
267,95LL17,Killycomain,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
268,95LL18,Knocknashane,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
269,95LL19,Magheralin,2010,29,3,28,1123,n.a.,154,951,2974,357,1108,0,36,20,11,15,62
270,95LL20,Mourneview,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
271,95LL21,Parklake,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
272,95LL22,Taghnevan,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
273,95LL23,Tavanagh,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
274,95LL24,The Birches,2010,136,99,37,3766,n.a.,338,3388,8084,2068,1003,0,171,87,31,175,377
275,95LL25,Waringstown,2010,29,3,27,975,n.a.,156,792,2072,521,2000,18620,35,18,5,16,56
276,95LL26,Woodville,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
277,95MM01,Altnagelvin,2010,9,6,3,261,n.a.,0,258,328,703,0,0,11,5,3,5,17
278,95MM02,Ballynashallog,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
279,95MM03,Banagher,2010,186,182,3,11051,n.a.,139,10792,8634,53651,657,0,222,134,39,85,346
280,95MM04,Beechwood,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
281,95MM05,Brandywell,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
282,95MM06,Carn Hill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
283,95MM07,Caw,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
284,95MM08,Clondermot,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
285,95MM09,Claudy,2010,96,90,6,4965,n.a.,123,4677,4265,16896,0,0,118,72,28,41,187
286,95MM10,Creggan Central,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
287,95MM11,Creggan South,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
288,95MM12,Crevagh,2010,26,16,10,1455,n.a.,387,1049,2082,1356,3,0,32,20,9,22,63
289,95MM13,Culmore,2010,7,3,3,218,n.a.,16,202,440,847,0,0,8,5,3,3,11
290,95MM14,Ebrington,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
291,95MM15,Eglinton,2010,37,15,22,1697,n.a.,403,1265,2601,4258,0,0,49,28,5,24,78
292,95MM16,Enagh DERRY,2010,18,3,14,1519,n.a.,565,907,1539,2341,0,0,21,18,6,15,42
293,95MM17,Foyle Springs,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
537,95XX17,Harbour N DOWN,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
294,95MM18,Hollymount,2010,68,52,16,4115,n.a.,364,3706,6062,10121,3,0,88,61,20,40,148
295,95MM19,Kilfennan,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
296,95MM20,Lisnagelvin,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
297,95MM21,New Buildings,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
298,95MM22,Pennyburn,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
299,95MM23,Rosemount,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
300,95MM24,Shantallow East,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
301,95MM25,Shantallow West,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
302,95MM26,Springtown,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
303,95MM27,Strand DERRY,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
304,95MM28,The Diamond,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
305,95MM29,Victoria DERRY,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
306,95MM30,Westland,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
307,95NN01,Ardglass,2010,52,3,49,2520,n.a.,593,1893,4601,2413,5,0,64,47,11,23,98
308,95NN02,Audleys Acre,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
309,95NN03,Ballymaglave,2010,6,5,3,171,n.a.,7,164,363,22,1000,0,7,3,3,3,11
310,95NN04,Ballymote,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
311,95NN05,Ballynahinch East,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
312,95NN06,Castlewellan,2010,46,41,5,1384,n.a.,38,1294,1524,5999,0,0,50,24,14,29,93
313,95NN07,Cathedral,2010,7,3,6,353,n.a.,173,170,121,378,0,0,8,5,3,3,11
314,95NN08,Crossgar,2010,51,39,12,2583,n.a.,109,2357,4178,2995,154,0,66,38,17,39,122
315,95NN09,Derryboy,2010,97,41,56,4010,n.a.,496,3452,6488,8842,11636,0,126,72,32,42,200
316,95NN10,Donard,2010,5,5,0,73,n.a.,0,73,38,477,0,0,5,0,3,3,10
317,95NN11,Drumaness,2010,73,67,6,2134,n.a.,25,2092,4175,2477,5,0,91,41,23,37,151
318,95NN12,Dundrum,2010,54,3,51,1874,n.a.,175,1676,3819,3765,62,0,67,45,20,36,123
319,95NN13,Dunmore,2010,109,97,12,3459,n.a.,82,3332,5367,15264,659,40000,131,66,21,35,187
320,95NN14,Killough,2010,79,3,78,4591,n.a.,771,3783,7827,13116,3915,41000,95,63,21,55,171
321,95NN15,Killyleagh,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
322,95NN16,Kilmore,2010,129,111,18,11734,n.a.,213,10589,8154,4904,1142,53070,156,79,53,45,254
538,95XX18,Holywood Demesne,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
323,95NN17,Murlough,2010,15,3,12,848,n.a.,221,625,1740,716,0,63000,23,14,6,12,41
324,95NN18,Quoile,2010,8,0,8,324,n.a.,31,291,653,212,0,0,12,6,3,3,15
325,95NN19,Saintfield,2010,36,12,24,1337,n.a.,68,1193,2826,1984,3,12000,41,17,12,15,68
326,95NN20,Seaforde,2010,120,40,80,4565,n.a.,816,3675,7261,10084,75,35000,143,78,27,73,243
327,95NN21,Shimna,2010,6,3,3,152,n.a.,5,147,267,0,0,0,6,3,3,3,8
328,95NN22,Strangford,2010,84,32,52,4445,n.a.,619,3673,10049,3996,15,380,115,69,20,55,190
329,95NN23,Tollymore,2010,141,133,8,4456,n.a.,93,4337,5795,21269,1207,0,164,72,26,41,231
330,95OO01,Altmore,2010,187,181,6,4591,n.a.,33,4508,8887,2623,5845,454960,215,90,33,66,314
331,95OO02,Augher,2010,169,167,3,5595,n.a.,21,5532,11949,2688,2822,303600,199,97,32,60,291
332,95OO03,Aughnacloy,2010,160,158,3,5810,n.a.,20,5763,10829,7246,54,197900,185,86,53,59,297
333,95OO04,Ballygawley,2010,132,130,3,3877,n.a.,8,3801,7987,2564,0,156500,151,74,15,29,195
334,95OO05,Ballysaggart,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
335,95OO06,Benburb,2010,119,23,96,3817,n.a.,225,3560,9417,1147,142,590600,143,81,23,64,230
336,95OO07,Caledon,2010,175,135,40,6376,n.a.,151,6043,15620,6405,2484,604620,229,134,45,64,338
337,95OO08,Castlecaulfield,2010,100,84,16,2504,n.a.,82,2373,5935,1781,6125,162250,119,49,29,27,175
338,95OO09,Clogher,2010,172,144,28,6875,n.a.,0,6823,13425,4681,0,214840,193,114,38,53,284
339,95OO10,Coalisland North,2010,29,8,21,527,n.a.,14,513,1093,14,0,6000,31,8,7,10,48
340,95OO11,Coalisland South,2010,10,3,8,167,n.a.,4,159,314,79,0,0,13,3,3,8,24
341,95OO12,Coalisland West and Newmills,2010,21,3,18,349,n.a.,0,343,861,128,0,14250,23,8,5,7,35
342,95OO13,Coolhill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
343,95OO14,Donaghmore DUNGANNON,2010,79,14,65,2437,n.a.,109,2301,6712,711,1404,1117710,94,46,16,26,136
344,95OO15,Drumglass,2010,7,3,5,91,n.a.,0,91,163,0,0,0,7,3,3,3,9
345,95OO16,Fivemiletown,2010,100,79,21,4066,n.a.,36,3902,6832,1678,29349,34560,114,51,27,37,178
539,95XX19,Holywood Priory,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
346,95OO17,Killyman,2010,86,57,29,1736,n.a.,82,1625,4367,302,6869,162940,108,48,16,44,168
347,95OO18,Killymeal,2010,9,3,5,228,n.a.,3,225,1025,0,0,0,10,3,3,3,15
348,95OO19,Moy,2010,56,12,44,2401,n.a.,52,2328,6601,597,0,141000,75,43,12,32,119
349,95OO20,Moygashel,2010,5,3,3,47,n.a.,0,45,96,0,0,200200,6,3,3,3,11
350,95OO21,Mullaghmore,2010,5,3,3,336,n.a.,177,160,460,85,0,0,5,3,3,3,9
351,95OO22,Washing Bay,2010,71,53,18,1623,n.a.,44,1565,3431,102,0,82200,82,25,11,19,112
352,95PP01,Ballinamallard,2010,98,98,0,3723,n.a.,21,3633,6371,2571,0,0,118,69,28,32,178
353,95PP02,Belcoo and Garrison,2010,256,255,3,10620,n.a.,0,10412,8039,3373,59,0,290,99,61,66,417
354,95PP03,Belleek and Boa,2010,185,185,0,8453,n.a.,0,8309,8248,9564,8,0,209,95,36,47,292
355,95PP04,"Boho, Cleenish and Letterbreen",2010,210,209,3,8732,n.a.,14,8587,8589,3329,16,0,242,113,55,59,356
356,95PP05,Brookeborough,2010,202,192,10,7410,n.a.,44,7096,12454,2894,986,200,234,123,46,76,356
357,95PP06,Castlecoole,2010,11,10,3,249,n.a.,0,247,419,44,0,0,13,3,3,3,18
358,95PP07,Derrygonelly,2010,182,181,3,8855,n.a.,83,8623,9948,4638,20,0,210,112,43,73,326
359,95PP08,Derrylin,2010,216,216,0,7325,n.a.,0,7293,11281,3742,0,40000,249,132,33,59,341
360,95PP09,Devenish,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
361,95PP10,Donagh,2010,162,162,0,6150,n.a.,1,6100,9136,2188,3,483810,192,95,38,34,264
362,95PP11,Erne,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
363,95PP12,Florence Court and Kinawley,2010,270,269,3,13113,n.a.,61,12931,12486,15643,16,0,299,141,77,75,451
364,95PP13,Irvinestown,2010,46,45,3,1309,n.a.,0,1282,1435,1601,0,0,56,20,9,22,87
365,95PP14,"Kesh, Ederney & Lack",2010,191,191,0,7745,n.a.,6,7660,9446,11471,3,0,225,105,56,48,329
366,95PP15,Lisbellaw,2010,93,91,3,3690,n.a.,0,3653,7296,1498,0,0,109,55,23,51,183
367,95PP16,Lisnarrick,2010,94,94,0,4963,n.a.,8,4775,7548,6525,18,0,120,73,28,44,192
368,95PP17,Lisnaskea,2010,12,12,0,221,n.a.,0,216,236,148,0,0,12,3,3,3,14
369,95PP18,Maguires Bridge,2010,182,181,3,7489,n.a.,33,7401,13088,9685,97,5750,209,135,51,89,349
734,95GG31,Ladybrook,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
370,95PP19,Newtownbutler,2010,129,129,0,5832,n.a.,25,5728,8746,2436,0,96760,152,82,34,67,253
371,95PP20,Portora,2010,7,7,0,377,n.a.,21,340,483,395,0,0,7,3,3,0,9
372,95PP21,Rosslea,2010,217,217,0,6221,n.a.,23,6113,8346,3356,0,16000,248,112,50,54,352
373,95PP22,Rossorry,2010,8,8,0,240,n.a.,0,239,258,20,0,100,9,5,3,3,13
374,95PP23,Tempo,2010,187,186,3,7696,n.a.,3,7581,9816,5754,914,300,220,118,46,56,322
375,95QQ01,Antiville,2010,6,6,0,169,n.a.,0,169,145,494,0,0,6,3,0,0,6
376,95QQ02,Ballycarry,2010,43,43,0,1904,n.a.,3,1854,2892,8337,16,2000,52,29,17,15,84
377,95QQ03,Ballyloran,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
378,95QQ04,Blackcave,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
379,95QQ05,Carncastle,2010,14,14,0,538,n.a.,0,535,602,3002,0,0,16,15,3,7,26
380,95QQ06,Carnlough,2010,76,75,3,5009,n.a.,3,4974,2900,20664,0,71900,86,53,14,41,141
381,95QQ07,Central LARNE,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
382,95QQ08,Craigy Hill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
383,95QQ09,Gardenmore,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
384,95QQ10,Glenarm,2010,141,139,3,9738,n.a.,45,9657,7806,42916,0,28000,163,106,40,62,265
385,95QQ11,Glynn,2010,72,71,3,3736,n.a.,48,3659,7400,10413,75,4990,83,54,25,46,154
386,95QQ12,Harbour LARNE,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
387,95QQ13,Island Magee,2010,44,44,0,1964,n.a.,11,1944,3271,5302,45,0,49,24,15,27,91
388,95QQ14,Kilwaughter,2010,124,122,3,7040,n.a.,71,6945,9918,25980,2521,39000,159,106,39,51,249
389,95QQ15,Town Parks,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
390,95RR01,Aghanloo,2010,81,37,44,4778,n.a.,273,4333,6332,14748,30,0,100,62,25,40,165
391,95RR02,Ballykelly,2010,23,3,21,1245,n.a.,497,726,1752,2479,0,200,29,17,9,12,50
392,95RR03,Coolessan,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
393,95RR04,Dungiven,2010,11,9,3,617,n.a.,10,606,363,3687,0,0,12,7,0,3,15
394,95RR05,Enagh LIMAVADY,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
395,95RR06,Feeny,2010,83,77,6,4997,n.a.,125,4781,3021,17306,3,3000,98,49,16,42,156
396,95RR07,Forrest,2010,50,21,29,3184,n.a.,240,2900,3888,12479,24,0,63,39,11,26,100
397,95RR08,Glack,2010,73,55,18,3637,n.a.,663,2944,3683,11271,0,1100,95,48,20,24,139
398,95RR09,Gresteel,2010,29,16,13,1155,n.a.,388,716,1923,2161,0,0,35,19,5,24,64
399,95RR10,Greystone,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
400,95RR11,Magilligan,2010,62,43,19,4660,n.a.,1054,3536,6017,10237,0,0,81,53,12,51,144
401,95RR12,Rathbrady,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
402,95RR13,Roeside,2010,5,3,3,67,n.a.,4,55,87,327,0,0,7,3,0,0,7
403,95RR14,The Highlands,2010,83,55,28,5053,n.a.,749,4262,7221,12017,189,98690,104,64,26,35,165
404,95RR15,Upper Glenshane,2010,96,92,3,7806,n.a.,29,7694,3788,35549,3,0,117,72,20,41,178
405,95SS01,Ballinderry,2010,103,22,81,4256,n.a.,402,3781,6832,4135,62,102300,132,73,28,56,216
406,95SS02,Ballymacash,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
407,95SS03,Ballymacbrennan,2010,124,18,106,5516,n.a.,1507,3962,7980,6494,5674,10350,150,85,47,67,264
408,95SS04,Ballymacoss,2010,15,12,3,349,n.a.,19,328,377,88,3,0,22,10,3,13,37
409,95SS05,Blaris,2010,15,0,15,618,n.a.,283,324,451,145,0,0,21,10,5,11,37
410,95SS06,Collin Glen,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
411,95SS07,Derryaghy,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
412,95SS08,Dromara,2010,111,75,36,3944,n.a.,116,3807,8130,11933,1423,5800,137,76,42,42,221
413,95SS09,Drumbo,2010,38,3,36,1787,n.a.,289,1490,3537,1570,0,0,45,29,12,25,82
414,95SS10,Dunmurry,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
415,95SS11,Glenavy,2010,166,147,19,5927,n.a.,358,5535,9561,4138,16,8740,201,104,38,71,310
416,95SS12,Harmony Hill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
417,95SS13,Hilden,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
418,95SS14,Hillhall,2010,13,0,13,287,n.a.,109,175,454,0,1530,0,20,9,3,3,28
419,95SS15,Hillsborough,2010,38,0,38,1806,n.a.,251,1532,4036,294,1254,0,51,30,17,28,96
420,95SS16,Kilwee,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
421,95SS17,Knockmore,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
422,95SS18,Lagan Valley,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
423,95SS19,Lambeg,2010,6,0,6,240,n.a.,94,143,436,6,0,0,7,3,3,3,14
424,95SS20,Lisnagarvy,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
425,95SS21,Magheraberry,2010,70,3,68,2529,n.a.,815,1698,3921,1039,2634,38100,85,53,23,40,148
426,95SS22,Magheralave,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
427,95SS23,Maze,2010,16,0,16,477,n.a.,140,333,971,0,0,0,16,7,3,9,28
428,95SS24,Moira,2010,24,3,23,1642,n.a.,560,1064,3003,1271,816,155000,34,23,10,18,62
429,95SS25,Old Warren,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
430,95SS26,Poleglass,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
431,95SS27,Seymour Hill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
432,95SS28,Tonagh,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
433,95SS29,Twinbrook,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
434,95SS30,Wallace Park,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
435,95TT01,Ballymaguigan,2010,62,33,29,2167,n.a.,182,1966,5553,637,24,0,78,40,20,35,133
436,95TT02,Bellaghy,2010,71,69,3,1930,n.a.,177,1730,4527,943,3695,22700,82,38,12,36,130
437,95TT03,Castledawson,2010,33,17,16,1345,n.a.,131,1208,2174,324,857,2000,43,23,3,13,58
438,95TT04,Draperstown,2010,88,85,3,7082,n.a.,36,7006,3097,19397,3,0,97,51,12,41,150
439,95TT05,Glebe MAGHERAFELT,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
440,95TT06,Gulladuff,2010,82,55,27,2283,n.a.,199,2049,5727,4592,1998,0,94,48,11,26,131
441,95TT07,Knockcloghrim,2010,102,68,34,2833,n.a.,225,2505,6101,3150,2217,0,115,51,18,32,165
442,95TT08,Lecumpher,2010,145,62,83,4872,n.a.,474,4258,9539,7302,9646,74060,179,97,39,47,265
443,95TT09,Lower Glenshane,2010,184,179,5,8338,n.a.,107,8189,5085,35954,3,93500,218,107,34,53,305
444,95TT10,Maghera,2010,6,6,0,103,n.a.,0,103,348,306,0,0,7,3,3,3,9
445,95TT11,Swatragh,2010,143,133,10,5355,n.a.,109,5170,5693,15867,3,17400,171,72,39,45,255
446,95TT12,Tobermore,2010,111,59,52,4474,n.a.,394,3777,7212,11325,3474,0,143,80,25,49,217
447,95TT13,Townparks East,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
448,95TT14,Townparks West,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
449,95TT15,Upperlands,2010,110,57,53,3417,n.a.,191,3182,7437,6513,0,3560,130,71,20,35,185
450,95TT16,Valley MAGHERAFELT,2010,78,54,24,2649,n.a.,264,2353,6597,1543,956,15000,92,52,16,41,149
735,95GG32,Legoniel,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
451,95UU01,Armoy,2010,40,34,6,2009,n.a.,24,1967,1755,8103,0,0,53,30,10,25,88
452,95UU02,Ballylough,2010,12,3,9,741,n.a.,40,656,1868,914,0,0,17,13,5,7,29
453,95UU03,Bonamargy and Rathlin,2010,17,17,0,1577,n.a.,3,1548,540,3624,3,0,20,10,3,12,35
454,95UU04,Bushmills,2010,7,3,3,270,n.a.,21,245,417,840,0,0,8,3,3,3,14
455,95UU05,Carnmoon,2010,43,37,6,2166,n.a.,127,1937,5293,3224,0,21880,56,39,14,26,96
456,95UU06,Dalriada,2010,5,5,0,363,n.a.,0,361,154,1721,0,0,5,3,3,5,11
457,95UU07,Dunseverick,2010,64,54,10,3741,n.a.,503,3136,6395,6845,1543,24800,95,66,21,46,162
458,95UU08,Glenaan,2010,31,30,3,1032,n.a.,0,1029,603,6101,0,8800,35,13,10,8,53
459,95UU09,Glenariff,2010,57,55,3,4655,n.a.,158,4445,911,21161,0,280,64,35,8,78,150
460,95UU10,Glendun,2010,90,90,0,7104,n.a.,0,7092,2509,37828,3,0,106,67,19,34,159
461,95UU11,Glenshesk,2010,75,75,0,7930,n.a.,51,7782,3587,45303,75,0,94,68,22,66,182
462,95UU12,Glentaisie,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
463,95UU13,Kinbane,2010,52,50,3,2512,n.a.,176,2304,3301,8141,0,0,68,40,14,28,110
464,95UU14,Knocklayd,2010,10,10,0,568,n.a.,3,566,408,6553,0,0,13,7,3,7,23
465,95UU15,Moss-Side and Moyarget,2010,59,56,3,3431,n.a.,219,3193,6685,14713,3,0,77,58,21,25,123
466,95VV01,Annalong,2010,73,65,8,1651,n.a.,30,1602,3665,7243,662,310,97,41,18,17,132
467,95VV02,Ballybot,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
468,95VV03,Bessbrook,2010,10,10,0,248,n.a.,7,242,581,23,0,0,12,5,3,3,16
469,95VV04,Binnian,2010,139,87,52,2736,n.a.,192,2535,5776,12367,2658,0,165,76,45,47,257
470,95VV05,Burren & Kilbroney,2010,135,132,3,2925,n.a.,9,2861,4783,9387,1374,500,157,61,27,36,220
471,95VV06,Camlough,2010,114,114,0,2688,n.a.,58,2604,5750,3471,3426,0,132,48,11,42,185
472,95VV07,Clonallan,2010,6,5,3,98,n.a.,0,98,106,159,13,0,7,3,0,0,7
473,95VV08,Creggan,2010,236,236,0,4289,n.a.,30,4245,10128,1552,51,12840,268,89,38,56,362
474,95VV09,Crossmaglen,2010,93,93,0,1238,n.a.,0,1213,2824,99,0,0,101,23,10,23,134
475,95VV10,Daisy Hill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
736,95GG33,Malone,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
476,95VV11,Derryleckagh,2010,49,43,6,927,n.a.,15,911,2209,348,0,93000,59,20,10,54,123
477,95VV12,Derrymore,2010,11,11,0,202,n.a.,3,200,586,0,0,7000,12,8,3,10,23
478,95VV13,Donaghmore NEWRY,2010,149,43,106,4188,n.a.,779,3381,8982,8752,2999,100710,181,90,41,53,275
479,95VV14,Drumalane,2010,5,5,0,104,n.a.,0,102,228,104,18,0,5,3,3,0,7
480,95VV15,Drumgullion,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
481,95VV16,Fathom,2010,87,87,0,1416,n.a.,19,1386,2332,2318,3,0,98,31,9,19,126
482,95VV17,Forkhill,2010,92,91,3,1924,n.a.,0,1900,3967,867,0,0,103,27,5,30,138
483,95VV18,Kilkeel Central,2010,22,8,14,335,n.a.,25,310,590,789,11,0,26,9,6,7,39
484,95VV19,Kilkeel South,2010,22,5,17,756,n.a.,150,605,1343,2667,1750,0,26,17,7,21,54
485,95VV20,Lisnacree,2010,162,111,51,4714,n.a.,260,4424,6116,20197,853,21700,206,100,32,94,332
486,95VV21,Mayobridge,2010,168,131,37,4432,n.a.,253,4162,9605,11938,1717,109700,195,108,40,60,295
487,95VV22,Newtownhamilton,2010,229,227,3,5275,n.a.,3,5250,13162,5320,453,73950,262,137,44,96,402
488,95VV23,Rostrevor,2010,38,36,3,986,n.a.,25,937,1083,7416,1512,0,46,22,9,7,62
489,95VV24,Seaview,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
490,95VV25,Silver Bridge,2010,205,203,3,4451,n.a.,24,4416,6860,4760,612,14700,235,70,44,61,340
491,95VV26,Spelga,2010,211,159,52,5388,n.a.,268,5079,7325,34384,2527,107080,262,124,45,54,361
492,95VV27,ST Marys,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
493,95VV28,ST Patricks,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
494,95VV29,Tullyhappy,2010,166,106,60,5855,n.a.,467,5322,16303,5394,3039,78860,223,121,47,64,334
495,95VV30,Windsor Hill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
496,95WW01,Abbey,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
497,95WW02,Ballyclare North,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
498,95WW03,Ballyclare South,2010,5,3,3,158,n.a.,0,158,92,326,0,0,5,3,3,0,6
499,95WW04,Ballyduff,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
500,95WW05,Ballyhenry,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
501,95WW06,Ballynure,2010,91,73,18,4215,n.a.,116,4076,8675,6834,4638,0,110,70,30,41,181
737,95GG34,Musgrave,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
502,95WW07,Ballyrobert,2010,47,8,39,1807,n.a.,142,1654,6714,2036,3,0,57,32,14,37,108
503,95WW08,Burnthill,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
504,95WW09,Carnmoney,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
505,95WW10,Cloughfern,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
506,95WW11,Collinbridge,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
507,95WW12,Coole,2010,3,3,3,3,n.a.,3,3,3,3,3,3,3,3,3,3,3
508,95WW13,Doagh,2010,39,19,20,1837,n.a.,248,1563,3741,1634,2631,3800,49,33,15,23,87
